"reaction number","true rclass","true reaction smiles","true prod","pred reaction smiles","pred prod","conf","projID","retroID","true_deltaCM","true_deltaSA","retpred_deltaCM","retpred_deltaSA"
40.2,"friedelcrafts","CC1=CC(C)=CC=C1.ClC(C)(C)C.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2","C=C(C)C.Cc1cccc(C)c1.O=S(=O)(O)O>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2",0.0443,"602c6eea329a1000012c1455","602c9533329a1000012c381d",-9.199672344836358,-34.501061804568515,-30.604512509375027,-3.7467240717893002
40.300000000000004,"friedelcrafts","CC1=CC(C)=CC=C1.ClC(C)(C)C.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2","CC(C)(C)Cl.Cc1cccc(C)c1.Cl[Al](Cl)Cl>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2",0.0058,"602c6eea329a1000012c1455","602c9533329a1000012c381d",-9.199672344836358,-34.501061804568515,-23.9615871138938,-6.613490610250837
40.400000000000006,"friedelcrafts","CC1=CC(C)=CC=C1.ClC(C)(C)C.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2","CC(C)(C)Cl.Cc1cccc(C)c1.Cl[Al](Cl)Cl.O>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2",0.00494,"602c6eea329a1000012c1455","602c9533329a1000012c381d",-9.199672344836358,-34.501061804568515,-23.9615871138938,-12.481967533327762
40.5,"friedelcrafts","CC1=CC(C)=CC=C1.ClC(C)(C)C.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2","C=C(C)C.Cc1cc(C)cc(C)c1.O=P(O)(O)O>>CC2=CC(C)=CC(C(C)(C)C)=C2","CC2=CC(C)=CC(C(C)(C)C)=C2",0.00264,"602c6eea329a1000012c1455","602c9533329a1000012c381d",-9.199672344836358,-34.501061804568515,-23.12279351162293,-4.5205942345042605
41.,"asub","BrBr.C1=CC=CC=C1.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2","O=NO[Na].Br.Nc1ccccc1.O.O=S(=O)(O)O>>BrC2=CC=CC=C2","BrC2=CC=CC=C2",1.,"602c6f13329a1000012c1466","602c95c7329a1000012c389d",25.977279923499925,-38.18761973039594,-76.35595874251669,-20.869922197987115
41.2,"asub","BrBr.C1=CC=CC=C1.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2","Br.Nc1ccccc1.O=N[O-].[Na+].O=N[O-].[Na+]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c95c7329a1000012c389d",25.977279923499925,-38.18761973039594,-54.9639711162969,-33.32471254548605
41.300000000000004,"asub","BrBr.C1=CC=CC=C1.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2","Br.Nc1ccccc1.O=N[O-].[Na+].[Cu]Br.O=N[O-].[Na+]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c95c7329a1000012c389d",25.977279923499925,-38.18761973039594,-67.4975441976867,-39.386865079820055
41.400000000000006,"asub","BrBr.C1=CC=CC=C1.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2","Br.Nc1ccccc1.O.O=N[O-].[Na+].[Cu]Br.O=N[O-].[Na+]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c95c7329a1000012c389d",25.977279923499925,-38.18761973039594,-67.4975441976867,-45.25534200289698
41.5,"asub","BrBr.C1=CC=CC=C1.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2","Br.Nc1ccccc1.O.O=N[O-].[Na+].O=N[O-].[Na+]>>BrC2=CC=CC=C2","BrC2=CC=CC=C2",0.998,"602c6f13329a1000012c1466","602c95c7329a1000012c389d",25.977279923499925,-38.18761973039594,-54.9639711162969,-39.19318946856297
42.,"asub","CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2","Cc1ccccc1.F[B-](F)(F)F.O=[N+]=O.F[B-](F)(F)F.O=[N+]=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2",0.303,"602c6f13329a1000012c1466","602c95f2329a1000012c3920",-12.808653226155272,-4.319871036439805,-4.774011405629807,-17.352160147710478
42.2,"asub","CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2","Cc1ccccc1.F[B-](F)(F)F.O=[N+]=O.O.F[B-](F)(F)F.O=[N+]=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2",0.192,"602c6f13329a1000012c1466","602c95f2329a1000012c3920",-12.808653226155272,-4.319871036439805,-4.774011405629807,-23.220637070787404
42.300000000000004,"asub","CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2","CC(=O)O.Cc1ccccc1.O.O=[N+]([O-])O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2",0.124,"602c6f13329a1000012c1466","602c95f2329a1000012c3920",-12.808653226155272,-4.319871036439805,-18.12895322038601,-9.68177800831173
42.400000000000006,"asub","CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2","CC(=O)O.Cc1ccccc1.O=[N+]([O-])O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2",0.0673,"602c6f13329a1000012c1466","602c95f2329a1000012c3920",-12.808653226155272,-4.319871036439805,-18.12895322038601,-3.813301085234807
42.5,"asub","CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2","Cc1ccccc1.O=[N+]([O-])O>>CC2=CC=C([N+]([O-])=O)C=C2","CC2=CC=C([N+]([O-])=O)C=C2",0.0653,"602c6f13329a1000012c1466","602c95f2329a1000012c3920",-12.808653226155272,-4.319871036439805,20.210896782498608,-2.2983703464591336
43.,"asub","CC(C1=CC=CC=C1)=O.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(=O)c1ccccc1.O=S(=O)(O)O.O=[N+]([O-])O.O.O.O.O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O",0.998,"602c6f13329a1000012c1466","602c961c329a1000012c3991",13.531196776729388,-4.201605355343295,13.531196776729388,-27.675513047650988
43.2,"asub","CC(C1=CC=CC=C1)=O.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O","O=[N+]([O-])O[K].CC(=O)c1ccccc1.O.O=S(=O)(O)O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O",0.998,"602c6f13329a1000012c1466","602c961c329a1000012c3991",13.531196776729388,-4.201605355343295,-2.8086532261552293,-12.034355796058783
43.300000000000004,"asub","CC(C1=CC=CC=C1)=O.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(=O)c1ccccc1.O.O=S(=O)(O)O.O=[N+]([O-])O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O",0.997,"602c6f13329a1000012c1466","602c961c329a1000012c3991",13.531196776729388,-4.201605355343295,13.531196776729388,-10.070082278420218
43.400000000000006,"asub","CC(C1=CC=CC=C1)=O.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(=O)c1ccccc1.O.O=S(=O)(O)O.O=[N+]([O-])[O-].[K+].O=[N+]([O-])[O-].[K+]>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O",0.997,"602c6f13329a1000012c1466","602c961c329a1000012c3991",13.531196776729388,-4.201605355343295,-2.282584414487644,-28.791405324888196
43.5,"asub","CC(C1=CC=CC=C1)=O.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(=O)c1ccccc1.O=S(=O)(O)O.O=[N+]([O-])[O-].[K+].O=[N+]([O-])[O-].[K+]>>CC(C2=CC=CC([N+]([O-])=O)=C2)=O","CC(C2=CC=CC([N+]([O-])=O)=C2)=O",0.997,"602c6f13329a1000012c1466","602c961c329a1000012c3991",13.531196776729388,-4.201605355343295,-2.282584414487644,-22.922928401811276
44.,"asub","CC(C1=CC=CC=C1)=O.BrBr.[Fe+3].[Br-].[Br-].[Br-]>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O","Brc1cccc(Br)c1.C1CCOC1.CON(C)C(C)=O.[Li]CCCC>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O",1.,"602c6f13329a1000012c1466","602c9652329a1000012c3a21",41.56224242422108,-37.90970011131621,-101.50186536336128,-9.245311655340787
44.2,"asub","CC(C1=CC=CC=C1)=O.BrBr.[Fe+3].[Br-].[Br-].[Br-]>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O","Brc1cccc(Br)c1.C1CCOC1.CON(C)C(C)=O.Cl.[Li]CCCC>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O",1.,"602c6f13329a1000012c1466","602c9652329a1000012c3a21",41.56224242422108,-37.90970011131621,-101.50186536336128,-15.496357809186938
44.300000000000004,"asub","CC(C1=CC=CC=C1)=O.BrBr.[Fe+3].[Br-].[Br-].[Br-]>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O","C1CCOC1.O=C(O)c1cccc(Br)c1.[Li]C>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O",1.,"602c6f13329a1000012c1466","602c9652329a1000012c3a21",41.56224242422108,-37.90970011131621,-32.33985000288462,-8.480558352519806
44.400000000000006,"asub","CC(C1=CC=CC=C1)=O.BrBr.[Fe+3].[Br-].[Br-].[Br-]>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O","Brc1cccc(Br)c1.C1CCOC1.CC(=O)N(C)C.[Li]CCCC>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O",1.,"602c6f13329a1000012c1466","602c9652329a1000012c3a21",41.56224242422108,-37.90970011131621,-56.45763738099174,-8.41144715869702
44.5,"asub","CC(C1=CC=CC=C1)=O.BrBr.[Fe+3].[Br-].[Br-].[Br-]>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O","CON(C)C(=O)c1cccc(Br)c1.C[Mg]Br>>CC(C2=CC=CC(Br)=C2)=O","CC(C2=CC=CC(Br)=C2)=O",1.,"602c6f13329a1000012c1466","602c9652329a1000012c3a21",41.56224242422108,-37.90970011131621,-96.2865002089188,-7.060950938451812
45.,"asub","BrC1=CC=CC=C1.[Na+].[NH2-].N>>NC2=CC=CC=C2","NC2=CC=CC=C2","CCO.O=[N+]([O-])c1ccccc1.[H][H]>>NC2=CC=CC=C2","NC2=CC=CC=C2",1.,"602c6f13329a1000012c1466","602c967c329a1000012c3aa9",-0.9708536543404875,-23.484124622062236,-65.76327166853847,-9.155452046478647
45.2,"asub","BrC1=CC=CC=C1.[Na+].[NH2-].N>>NC2=CC=CC=C2","NC2=CC=CC=C2","CO.O=[N+]([O-])c1ccccc1.[H][H]>>NC2=CC=CC=C2","NC2=CC=CC=C2",1.,"602c6f13329a1000012c1466","602c967c329a1000012c3aa9",-0.9708536543404875,-23.484124622062236,-55.76327166853847,-9.876239849869975
45.300000000000004,"asub","BrC1=CC=CC=C1.[Na+].[NH2-].N>>NC2=CC=CC=C2","NC2=CC=CC=C2","O.O=[N+]([O-])c1ccccc1.[Fe]>>NC2=CC=CC=C2","NC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c967c329a1000012c3aa9",-0.9708536543404875,-23.484124622062236,-46.593346667096164,-13.35993211300917
45.400000000000006,"asub","BrC1=CC=CC=C1.[Na+].[NH2-].N>>NC2=CC=CC=C2","NC2=CC=CC=C2","O=[N+]([O-])c1ccccc1.[H][H]>>NC2=CC=CC=C2","NC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c967c329a1000012c3aa9",-0.9708536543404875,-23.484124622062236,-46.593346667096164,-7.175195007843662
45.5,"asub","BrC1=CC=CC=C1.[Na+].[NH2-].N>>NC2=CC=CC=C2","NC2=CC=CC=C2","CCO.O=[N+]([O-])c1ccccc1.[Pd]>>NC2=CC=CC=C2","NC2=CC=CC=C2",0.999,"602c6f13329a1000012c1466","602c967c329a1000012c3aa9",-0.9708536543404875,-23.484124622062236,-65.76327166853847,-10.513208385752195
46.,"asub","O=[N+](C1=CC=CC=C1)[O-].BrBr.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2","Br.Nc1cccc([N+](=O)[O-])c1.O=N[O-].[Na+].O=N[O-].[Na+]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2",1.,"602c6f13329a1000012c1466","602c9706329a1000012c3b46",45.56224242422107,-37.86144144464954,-54.963971116296904,-33.24044998138348
46.2,"asub","O=[N+](C1=CC=CC=C1)[O-].BrBr.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2","Br.Nc1cccc([N+](=O)[O-])c1.O.O=N[O-].[Na+].O=N[O-].[Na+]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2",1.,"602c6f13329a1000012c1466","602c9706329a1000012c3b46",45.56224242422107,-37.86144144464954,-54.963971116296904,-39.108926904460404
46.300000000000004,"asub","O=[N+](C1=CC=CC=C1)[O-].BrBr.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2","Br.Nc1cccc([N+](=O)[O-])c1.O=N[O-].[Na+].[Cu]Br.O=N[O-].[Na+]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2",1.,"602c6f13329a1000012c1466","602c9706329a1000012c3b46",45.56224242422107,-37.86144144464954,-67.4975441976867,-39.30260251571749
46.400000000000006,"asub","O=[N+](C1=CC=CC=C1)[O-].BrBr.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2","Br.Nc1cccc([N+](=O)[O-])c1.O.O=N[O-].[Na+].[Cu]Br.O=N[O-].[Na+]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2",1.,"602c6f13329a1000012c1466","602c9706329a1000012c3b46",45.56224242422107,-37.86144144464954,-67.4975441976867,-45.171079438794415
46.5,"asub","O=[N+](C1=CC=CC=C1)[O-].BrBr.[Fe+3].[Br-].[Br-].[Br-]>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2","O=NO[Na].Br.Nc1cccc([N+](=O)[O-])c1.O.[Cu]Br>>BrC2=CC=CC([N+]([O-])=O)=C2","BrC2=CC=CC([N+]([O-])=O)=C2",1.,"602c6f13329a1000012c1466","602c9706329a1000012c3b46",45.56224242422107,-37.86144144464954,-55.86998181525266,-24.826311478237884
47.,"asub","CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2","O=NO[Na].Cc1ccc([N+](=O)[O-])cc1N.Cl.Cl[Cu].O.O[Na]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2",1.,"602c6f13329a1000012c1466","602c973c329a1000012c3bc4",45.977279923499935,-36.7140338205289,-61.03990681669495,-31.202371881714242
47.2,"asub","CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2","Cc1ccc([N+](=O)[O-])cc1N.Cl.Cl[Cu].O=N[O-].[Na+].O=N[O-].[Na+]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.999,"602c6f13329a1000012c1466","602c973c329a1000012c3bc4",45.977279923499935,-36.7140338205289,-67.4975441976867,-38.933295000244456
47.300000000000004,"asub","CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2","Cc1ccc([N+](=O)[O-])cc1N.Cl.Cl[Cu].O.O=N[O-].[Na+].O=N[O-].[Na+]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.999,"602c6f13329a1000012c1466","602c973c329a1000012c3bc4",45.977279923499935,-36.7140338205289,-67.49754419768672,-44.80177192332138
47.400000000000006,"asub","CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2","Cc1ccc([N+](=O)[O-])cc1N.Cl.Cl[Cu]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.992,"602c6f13329a1000012c1466","602c973c329a1000012c3bc4",45.977279923499935,-36.7140338205289,-11.56271942704933,-12.715403993219951
47.5,"asub","CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2","O=[N+]([O-])O[K].Cc1ccccc1Cl.O=S(=O)(O)O>>CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.823,"602c6f13329a1000012c1466","602c973c329a1000012c3bc4",45.977279923499935,-36.7140338205289,-24.733465729761008,-6.194676468264057
48.,"asub","CC(C)CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)Cc1ccccc1.O.O=[N+]([O-])O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2",0.999,"602c6f13329a1000012c1466","602c9772329a1000012c3c3d",-12.808653226155258,-4.301912913554903,20.210896782498622,-8.148889146651154
48.2,"asub","CC(C)CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)Cc1ccccc1.O=[N+]([O-])O.O.O.O.O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2",0.998,"602c6f13329a1000012c1466","602c9772329a1000012c3c3d",-12.808653226155258,-4.301912913554903,20.210896782498622,-25.754319915881922
48.300000000000004,"asub","CC(C)CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)Cc1ccccc1.O=[N+]([O-])O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2",0.998,"602c6f13329a1000012c1466","602c9772329a1000012c3c3d",-12.808653226155258,-4.301912913554903,20.210896782498622,-2.2804122235742312
48.400000000000006,"asub","CC(C)CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(=O)O.CC(C)Cc1ccccc1.O=[N+]([O-])O.O.O.O.O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2",0.997,"602c6f13329a1000012c1466","602c9772329a1000012c3c3d",-12.808653226155258,-4.301912913554903,-18.12895322038601,-27.269250654657597
48.5,"asub","CC(C)CC1=CC=CC=C1.O[N+]([O-])=O.O=S(O)(O)=O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(=O)O.CC(C)Cc1ccccc1.O.O=[N+]([O-])O>>CC(C)CC2=CC=C([N+]([O-])=O)C=C2","CC(C)CC2=CC=C([N+]([O-])=O)C=C2",0.997,"602c6f13329a1000012c1466","602c9772329a1000012c3c3d",-12.808653226155258,-4.301912913554903,-18.12895322038601,-9.663819885426827
49.,"asub","CC(C)CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)Cc1ccc([N+](=O)[O-])cc1N.Cl.Cl[Cu].O.O=N[O-].[Na+].O[Na]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2",1.,"602c6f13329a1000012c1466","602c97a7329a1000012c3cc0",45.97727992349992,-36.685760954286366,-44.700056813810306,-38.42940816053786
49.2,"asub","CC(C)CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)Cc1ccc([N+](=O)[O-])cc1N.O=NO[Na].Cl.Cl[Cu].O.O[Na]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2",1.,"602c6f13329a1000012c1466","602c97a7329a1000012c3cc0",45.97727992349992,-36.685760954286366,-61.03990681669495,-31.193585703493582
49.300000000000004,"asub","CC(C)CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CB(O)O.O=[N+]([O-])c1ccc(Br)c(Cl)c1>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.999,"602c6f13329a1000012c1466","602c97a7329a1000012c3cc0",45.97727992349992,-36.685760954286366,-47.8041848542114,-3.561864145283245
49.400000000000006,"asub","CC(C)CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)Cc1ccccc1Cl.O=[N+]([O-])O[K].O=S(=O)(O)O>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.866,"602c6f13329a1000012c1466","602c97a7329a1000012c3cc0",45.97727992349992,-36.685760954286366,-24.733465729761036,-6.279022514047817
49.5,"asub","CC(C)CC1=CC=C([N+]([O-])=O)C=C1.ClCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)Cc1ccccc1Cl.O.O=S(=O)(O)O.O=[N+]([O-])[O-].[K+]>>CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2","CC(C)CC2=C(Cl)C=C([N+]([O-])=O)C=C2",0.85,"602c6f13329a1000012c1466","602c97a7329a1000012c3cc0",45.97727992349992,-36.685760954286366,5.420165464340613,-18.198254765640023
50.,"asub","ClC1=CC=CC(Cl)=C1.O[N+]([O-])=O.O=S(O)(O)=O>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","Clc1cccc(Cl)c1.O=S(=O)(O)O.O=[N+]([O-])[O-].[K+].O=[N+]([O-])[O-].[K+]>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2",1.,"602c6f13329a1000012c1466","602c97f4329a1000012c3d3e",35.56094412012342,-4.159345487399063,19.74716292890642,-22.880668533867045
50.2,"asub","ClC1=CC=CC(Cl)=C1.O[N+]([O-])=O.O=S(O)(O)=O>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","Clc1cccc(Cl)c1.O=[N+]([O-])O.O.O.O.O>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2",1.,"602c6f13329a1000012c1466","602c97f4329a1000012c3d3e",35.56094412012342,-4.159345487399063,68.5804941287773,-25.61175248972608
50.300000000000004,"asub","ClC1=CC=CC(Cl)=C1.O[N+]([O-])=O.O=S(O)(O)=O>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","Clc1cccc(Cl)c1.O.O=[N+]([O-])O.O.O.O.O>>ClC2=CC=C([N+]([O-])=O)C(Cl)=C2","ClC2=CC=C([N+]([O-])=O)C(Cl)=C2",1.,"602c6f13329a1000012c1466","602c97f4329a1000012c3d3e",35.56094412012342,-4.159345487399063,68.5804941287773,-31.480229412803006
